id,tokens,pos_tags,chunk_tags,ner_tags
1041,"['""' 'The' 'stock' 'market' 'will' 'have' 'to' 'edit' 'the' 'promises'
 'and' 'then' 'do' 'a' 'probability' 'study' 'on' 'those' 'edited'
 'promises' ',' '""' 'said' 'John' 'Geraghty' 'at' 'the' 'consulting'
 'firm' 'North' 'American' 'Equity' 'Services' '.']","[ 0 12 21 21 20 37 35 37 12 24 10 30 37 12 21 21 15 12 38 24  6  0 38 22
 22 15 12 21 21 22 22 22 23  7]","[ 0 11 12 12 21 22 22 22 11 12  0  3 21 11 12 12 13 11 21 11  0  0 21 11
 12 13 11 12 12 12 12 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 3 4 4 4 0]
1042,"['During' 'the' 'past' 'four' 'presidential' 'elections' ',' 'the'
 'candidate' 'that' 'has' 'favoured' 'tax' 'cuts' 'has' 'won' '.']",[15 12 16 11 16 24  6 12 21 43 42 40 21 24 42 40  7],[13 11 12 12 12 12  0 11 12 11 21 22 11 12 21 22  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1043,"['Ronald' 'Reagan' ""'s"" 'tax' 'cut' 'won' 'him' 'a' 'second' 'four-year'
 'term' 'in' 'the' 'White' 'House' 'in' '1984' ',' 'while' 'Democrat'
 'Walter' 'Mondale' ',' 'who' 'promised' 'higher' 'taxes' ',' 'lost' '.']","[22 22 27 21 21 38 28 12 16 16 21 15 12 22 22 15 11  6 15 22 22 22  6 44
 38 17 24  6 38  7]","[11 12 11 12 12 21 11 11 12 12 12 13 11 12 12 13 11  0 17 11 12 12  0 11
 21 11 12  0 21  0]",[1 2 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 7 1 2 0 0 0 0 0 0 0 0]
1044,"['George' 'Bush' 'became' 'president' 'in' '1988' 'on' 'his' 'no-new-tax'
 'campaign' 'and' 'Clinton' 'won' 'in' '1992' 'with' 'a' 'promise' 'to'
 'fatten' 'workers' ""'"" 'paychecks' '.']",[22 22 38 21 15 11 15 29 16 21 10 22 38 15 11 15 12 21 35 37 24 27 24  7],[11 12 21 11 13 11 13 11 12 12  0 11 21 13 11 13 11 12 21 22 11 11 12  0],[1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
1045,"['The' 'trick' ',' 'they' 'said' ',' 'will' 'be' 'for' 'the' 'candidates'
 'to' 'continue' 'to' 'convince' 'Wall' 'Street' 'that' 'the' 'Treasury'
 ""'s"" '30-year' 'bond' '--' 'the' 'most' 'closely-watched' 'interest'
 'rate' '--' 'will' 'fall' 'to' 'between' '4' 'percent' 'and' '5'
 'percent' 'by' 'the' 'end' 'of' 'the' 'decade' '.']","[12 21  6 28 38  6 20 37 15 12 24 35 37 35 37 22 22 15 12 22 27 16 21  8
 12 32 16 21 21  8 20 37 35 15 11 21 10 11 21 15 12 21 15 12 21  7]","[11 12  0 11 21  0 21 22 17 11 12 21 22 22 22 11 12 17 11 12 11 12 12  0
 11 12 12 12 12  0 21 22 13 11 12 12 12 12 12 13 11 12 13 11 12  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
1046,"['Johnson' 'said' 'that' 'long-term' 'interest' 'rates' 'have' 'already'
 'been' 'spooked' 'by' 'the' 'election' '.']",[22 38 12 16 21 24 41 30 40 40 15 12 21  7],[11 21 17 11 12 12 21 22 22 22 13 11 12  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0]
1047,"['The' 'long-term' 'bond' 'jumped' 'this' 'week' 'to' '7.13' 'percent'
 'after' 'starting' 'the' 'year' 'at' '5.95' 'percent' '.']",[12 16 21 38 12 21 35 11 21 15 39 12 21 15 11 21  7],[11 12 12 21 11 12 13 11 12 13 21 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1048,"['The' 'surge' 'of' 'buying' 'in' 'stocks' 'during' 'the' 'last' 'two'
 'years' 'has' 'come' 'amid' 'an' 'environment' 'of' 'low' 'interest'
 'rates' ',' 'which' 'has' 'boosted' 'corporate' 'profits' '.']","[12 21 15 39 15 24 15 12 16 11 24 42 40 15 12 21 15 16 21 24  6 43 42 40
 16 24  7]","[11 12 13 21 13 11 13 11 12 12 12 21 22 13 11 12 13 11 12 12  0 11 21 22
 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1049,"['But' 'the' 'market' 'stalled' 'this' 'summer' 'after' 'the' 'Dow'
 'Jones' 'industrial' 'average' 'set' 'a' 'record' 'high' 'of' '5,778.00'
 'points' 'on' 'May' '22' '.']",[10 12 21 40 12 21 15 12 22 22 16 16 21 12 21 16 15 11 24 15 22 11  7],[ 0 11 12 21 11 12 17 11 12 12 12 12 12 11 12 12 13 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0]
1050,"['""' 'The' 'market' 'does' ""n't"" 'seem' 'to' 'be' 'able' 'to' 'make' 'new'
 'highs' 'and' 'it' 'has' 'been' 'back' 'and' 'forth' 'in' 'a' 'fairly'
 'horizontal' 'mode' 'which' 'looks' 'like' 'a' 'holding' 'pattern' ','
 '""' 'said' 'Geraghty' '.']","[ 0 12 21 42 30 37 35 37 16 35 37 16 24 10 28 42 40 30 10 30 15 12 30 16
 21 43 42 15 12 39 21  6  0 38 22  7]","[ 0 11 12 21 22 22 22 22  1 21 22 11 12  0 11 21 22  3  4  4 13 11 12 12
 12 11 21 13 11 12 12  0  0 21 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
1051,"['He' 'said' 'the' 'market' 'reflects' 'the' 'political' 'uncertainty' ','
 'now' 'that' 'Dole' 'has' 'sharply' 'narrowed' 'the' 'gap' 'with'
 'Clinton' 'in' 'the' 'polls' '.']",[28 38 12 21 42 12 16 21  6 30 15 22 42 30 40 12 21 15 22 15 12 24  7],[11 21 11 12 21 11 12 12  0  3 17 11 21 22 22 11 12 13 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0]
1052,"['Geraghty' 'said' 'that' 'the' 'one' 'thing' 'that' 'could' 'completely'
 'turn' 'the' 'election' 'around' 'are' 'new' 'findings' 'in' 'the'
 'Whitewater' 'scandal' 'that' 'would' 'damage' 'the' 'Clintons' '.']","[21 38 15 12 11 21 43 20 30 37 12 21 15 41 16 24 15 12 22 21 43 20 37 12
 23  7]","[11 21 17 11 12 12 11 21 22 22 11 12 13 21 11 12 13 11 12 12 11 21 22 11
 12  0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0]
1053,"['""' 'Stocks' 'are' 'on' 'a' 'delicate' 'edge' 'because' 'if' 'something'
 'happens' 'that' 'looks' 'like' 'it' 'could' 'upset' 'the' 'presidency'
 ',' 'it' 'could' 'throw' 'the' 'political' 'and' ',' 'to' 'some' 'extent'
 'the' 'economic' ',' 'process' 'into' 'chaos' ',' '""' 'Geraghty' 'said'
 '.']","[ 0 24 41 15 12 16 21 15 15 21 42 15 24 15 28 20 37 12 21  6 28 20 37 12
 16 10  6 35 12 21 12 21  6 21 15 21  6  0 36 38  7]","[ 0 11 21 13 11 12 12 17 17 11 21 17 11 13 11 21 22 11 12  0 11 21 22 11
 12  0  0 13 11 12 11 12  0 11 13 11  0  0  7 21  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0]"
1054,"['Right' 'now' ',' 'Wall' 'Street' 'is' 'pondering' 'the' 'candidates' '.']",[30 30  6 22 22 42 39 12 24  7],[ 3  4  0 11 12 21 22 11 12  0],[0 0 0 5 6 0 0 0 0 0]
1055,"['""' 'We' 'have' 'an' 'election' 'where' 'there' 'are' 'so' 'many'
 'unknown' 'variables' 'that' 'most' 'people' 'will' 'probably' 'want'
 'to' 'hold' 'fire' ',' 'and' 'even' 'take' 'the' 'chance' 'that' 'they'
 'will' 'have' 'to' 'pay' 'higher' 'prices' 'for' 'stocks' 'after' 'the'
 'November' 'election' ',' 'than' 'take' 'the' 'risk' 'that' 'a' 'shock'
 'to' 'the' 'system' 'will' 'hurt' 'the' 'stock' 'market' ',' '""'
 'Geraghty' 'said' '.']","[ 0 28 41 12 21 46 13 41 30 16 16 24 15 18 24 20 30 37 35 37 21  6 10 30
 37 12 21 15 28 20 37 35 37 17 24 15 24 15 12 22 21  6 15 37 12 21 15 12
 21 35 12 21 20 37 12 21 21  6  0 36 38  7]","[ 0 11 21 11 12  3 11 21 11 12 12 12 17 11 12 21 22 22 22 22 11  0  0 21
 22 11 12 17 11 21 22 22 22 11 12 13 11 13 11 12 12  0 13 21 11 12 17 11
 12 13 11 12 21 22 11 12 12  0  0  7 21  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]"
1056,"['On' 'Friday' ',' 'the' 'Dow' 'Jones' 'index' 'closed' 'down' '31.44'
 'points' 'at' '5,616.21' '.']",[15 22  6 12 22 22 21 38 30 11 24 15 11  7],[13 11  0 11 12 12 12 21  3 11 12 13 11  0],[0 0 0 0 7 8 0 0 0 0 0 0 0 0]
1057,"['For' 'the' 'week' ',' 'it' 'was' 'down' '106.53' 'points' '.']",[15 12 21  6 28 38 30 11 24  7],[13 11 12  0 11 21  3 11 12  0],[0 0 0 0 0 0 0 0 0 0]
1058,"['The' 'Nasdaq' 'composite' 'index' 'closed' '3.53' 'points' 'lower'
 'Friday' 'at' '1,141.50' '.']",[12 22 16 21 38 11 24 31 22 15 11  7],[11 12 12 12 21 11 12  3 11 13 11  0],[0 7 0 0 0 0 0 0 0 0 0 0]
1059,"['For' 'the' 'week' ',' 'it' 'was' 'down' '1.55' 'points' '.']",[15 12 21  6 28 38 30 11 24  7],[13 11 12  0 11 21  3 11 12  0],[0 0 0 0 0 0 0 0 0 0]
1060,"['The' 'Standard' '&' 'Poor' ""'s"" 'index' 'of' '500' 'stocks' 'was' 'off'
 '5.41' 'points' 'at' '651.99' ',' 'down' '15.03' 'points' 'for' 'the'
 'week' '.']",[12 22 10 22 27 21 15 11 24 38 16 11 24 15 11  6 30 11 24 15 12 21  7],[11 12 12 12 11 12 13 11 12 21  3 11 12 13 11  0  3 11 12 13 11 12  0],[0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1061,"['The' 'American' 'Stock' 'Exchange' 'index' 'was' 'down' '1.66' 'points'
 'at' '559.68' ',' 'and' 'was' 'off' '1.26' 'for' 'the' 'week' '.']",[12 22 22 22 21 38 30 11 24 15 11  6 10 38 16 11 15 12 21  7],[11 12 12 12 12 21  3 11 12 13 11  0  0 21  3 11 13 11 12  0],[0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1062,['Brisk' 'economic' 'reports' 'rattle' 'markets' 'anew' '.'],[16 16 24 41 24 30  7],[11 12 12 21 11  3  0],[0 0 0 0 0 0 0]
1063,['Glenn' 'Somerville'],[22 22],[11 12],[1 2]
1064,['WASHINGTON' '1996-08-30'],[22 11],[11 12],[5 0]
1065,"['Factory' 'orders' 'rose' 'in' 'July' 'and' 'manufacturing' 'surged' 'in'
 'the' 'Midwest' 'in' 'August' ',' 'reports' 'said' 'Friday' ','
 'sparking' 'worries' 'about' 'inflation' 'that' 'battered' 'financial'
 'markets' 'for' 'a' 'second' 'straight' 'day' '.']","[21 24 38 15 22 10 21 38 15 12 22 15 22  6 42 38 22  6 39 24 15 21 43 40
 16 24 15 12 16 16 21  7]","[11 12 21 13 11  0 11 21 13 11 12 13 11  0 21 22 11  0 21 11 13 11 11 21
 11 12 13 11 12 12 12  0]",[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1066,"['The' 'Commerce' 'Department' 'said' 'orders' 'for' 'manufactured'
 'goods' 'climbed' '1.8' 'percent' 'in' 'July' 'to' 'a' 'seasonally'
 'adjusted' '$' '317.6' 'billion' '--' 'nearly' 'twice' 'the' 'increase'
 'that' 'had' 'been' 'expected' '.']","[12 22 22 38 24 15 16 24 38 11 21 15 22 35 12 30 40  3 11 11  8 30 30 12
 21 43 38 40 40  7]","[11 12 12 21 11 13 11 12 21 11 12 13 11 13 11 12 12 12 12 12  0 11 12 11
 12 11 21 22 22  0]",[0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1067,"['Shipments' 'of' 'everything' 'from' 'new' 'cars' 'to' 'food' 'items'
 'rose' ',' 'as' 'did' 'order' 'backlogs' ',' 'in' 'a' 'sign' 'that' 'the'
 'strength' 'in' 'the' 'industrial' 'sector' 'would' 'continue' 'in'
 'coming' 'months' '.']","[24 15 21 15 16 24 35 21 24 38  6 15 38 21 24  6 15 12 21 15 12 21 15 12
 16 21 20 37 15 16 24  7]","[11 13 11 13 11 12 13 11 12 21  0 17  0 11 12  0 13 11 12 17 11 12 13 11
 12 12 21 22 13 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1068,"['A' 'separate' 'report' 'from' 'Chicago' 'area' 'purchasing' 'managers'
 'underlined' 'the' 'strength' 'in' 'manufacturing' 'as' 'the' 'group'
 ""'s"" 'barometer' 'of' 'manufacturing' 'in' 'the' 'region' 'jumped' 'to'
 '60' 'in' 'August' 'from' '51.2' 'in' 'July' '.']","[12 16 21 15 22 21 21 24 38 12 21 15 21 15 12 21 27 21 15 21 15 12 21 40
 35 11 15 22 15 11 15 22  7]","[11 12 12 13 11 12 12 12 21 11 12 13 11 17 11 12 11 12 13 11 13 11 12 21
 13 11 13 11 13 11 13 11  0]",[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1069,['A' 'reading' 'above' '50' 'indicates' 'growth' 'in' 'manufacturing' '.'],[12 21 15 11 42 21 15 21  7],[11 12 13 11 21 11 13 11  0],[0 0 0 0 0 0 0 0 0]
1070,"['While' 'production' 'and' 'orders' 'rose' 'at' 'Midwest' 'area'
 'businesses' ',' 'the' 'prices' 'they' 'paid' 'for' 'goods' 'used' 'in'
 'manufacturing' 'remained' 'well' 'in' 'check' '.']",[15 21 10 24 38 15 22 21 24  6 12 24 28 38 15 24 40 15 21 38 30 15 21  7],[17 11 12 12 21 13 11 12 12  0 11 12 11 21 13 11 21 13 11 21  3 13 11  0],[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1071,"['Analysts' 'said' 'the' 'reports' 'implied' 'the' 'economy' 'was' 'not'
 'slowing' 'down' 'in' 'the' 'third' 'quarter' 'after' 'a' 'burst' 'of'
 'growth' 'in' 'the' 'spring' ',' 'and' 'that' 'the' 'lull' 'in' 'late'
 'June' 'and' 'July' 'was' 'more' 'temporary' 'than' 'Federal' 'Reserve'
 'policy-makers' 'had' 'wanted' '.']","[24 38 12 24 38 12 21 38 30 39 33 15 12 16 21 15 12 21 15 21 15 12 21  6
 10 15 12 21 15 16 22 10 22 38 31 16 15 22 22 24 38 40  7]","[11 21 11 12 21 11 12 21 22 22 15 13 11 12 12 13 11 12 13 11 13 11 12  0
  0 17 11 12 13 11 12 12 12 21  1  2 17 11 12 12 21 22  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 3 4 0 0 0 0]"
1072,"['""' 'It' 'appears' 'that' 'August' 'is' 'showing' 'an' 'economy' 'again'
 'reversing' 'course' 'and' 'is' 'not' 'moving' 'onto' 'a' 'significantly'
 'slower' 'track' 'at' 'this' 'point' ',' '""' 'said' 'economist' 'Lynn'
 'Reaser' 'of' 'Barnett' 'Banks' 'Inc.' 'in' 'Jacksonville' ',' 'Fla' '.']","[ 0 28 42 15 22 42 39 12 21 30 39 21 10 42 30 39 15 12 30 17 21 15 12 21
  6  0 38 21 22 22 15 22 22 22 15 22  6 22  7]","[ 0 11 21 17 11 21 22 11 12  3 21 11  0 21 22 22 13 11 12 12 12 13 11 12
  0  0 21 11 12 12 13 11 12 12 13 11  0 11  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 3 4 4 0 5 0
 5 0]"
1073,"['The' 'reports' 'fanned' 'worries' 'on' 'Wall' 'Street' 'that' 'the'
 'Fed' ',' 'the' 'nation' ""'s"" 'central' 'bank' ',' 'would' 'raise'
 'rates' 'next' 'month' 'in' 'a' 'bid' 'to' 'ward' 'off' 'inflation' ','
 'driving' 'stock' 'and' 'bond' 'prices' 'sharply' 'lower' 'for' 'a'
 'second' 'day' 'running' '.']","[12 24 38 24 15 22 22 15 12 22  6 12 21 27 16 21  6 20 37 24 15 21 15 12
 21 35 37 33 21  6 39 21 10 21 24 30 17 15 12 16 21 39  7]","[11 12 21 11 13 11 12 17 11 12  0 11 12 11 12 12  0 21 22 11 13 11 13 11
 12 21 22 15 11  0 21 11 12 12 12  1  2 13 11 12 12 21  0]","[0 0 0 0 0 5 6 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1074,"['The' '30-year' 'Treasury' 'fell' 'almost' 'a' 'point' ',' 'raising'
 'its' 'yield' ',' 'which' 'moves' 'in' 'the' 'opposite' 'direction'
 'from' 'the' 'price' ',' 'to' '7.12' 'percent' 'from' '7.04' 'percent'
 'late' 'Thursday' '.']","[12 16 22 38 30 12 21  6 39 29 21  6 43 42 15 12 16 21 15 12 21  6 35 11
 21 15 11 21 16 22  7]","[11 12 12 21 11 12 12  0 21 11 12  0 11 21 13 11 12 12 13 11 12  0 13 11
 12 13 11 12 11 12  0]",[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1075,"['The' 'Dow' 'Jones' 'industrial' 'average' 'fell' '31.44' 'points' 'to'
 '5,616.21' 'after' 'a' '64.73-point' 'decline' 'Thursday' '.']",[12 22 22 16 21 38 11 24 35 11 15 12 16 21 22  7],[11 12 12 12 12 21 11 12 13 11 13 11 12 12 11  0],[0 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0]
1076,"['A' 'third' 'report' 'from' 'the' 'Commerce' 'Department' ',' 'on' 'July'
 'personal' 'income' 'and' 'spending' ',' 'pointed' 'to' 'a' 'potential'
 'slowdown' 'in' 'consumer' 'spending' 'that' 'some' 'analysts' 'said'
 'may' 'help' 'moderate' 'growth' 'in' 'the' 'second' 'half' '.']","[12 16 21 15 12 22 22  6 15 22 16 21 10 21  6 38 35 12 21 21 15 21 21 15
 12 24 38 20 37 16 21 15 12 16 21  7]","[11 12 12 13 11 12 12  0 13 11 12 12 12 12  0 21 13 11 12 12 13 11 12 11
 11 12 21 21 22 11 12 13 11 12 12  0]",[0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1077,"['It' 'showed' 'spending' 'rose' 'only' '0.2' 'percent' 'last' 'month'
 'to' 'a' 'seasonally' 'adjusted' 'annual' 'rate' 'of' '$' '5.15'
 'trillion' 'after' 'dropping' 'a' 'revised' '0.4' 'percent' 'in' 'June'
 '.']","[28 38 39 38 30 11 21 16 21 35 12 30 40 16 21 15  3 11 11 15 39 12 40 11
 21 15 22  7]","[11 21 22 22 11 12 12 11 12 13 11 12 12 12 12 13 11 12 12 13 21 11 12 12
 12 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1078,"['Incomes' 'from' 'wages' ',' 'salaries' 'and' 'all' 'other' 'sources'
 'gained' '0.1' 'percent' 'to' 'a' 'rate' 'of' '$' '6.47' 'trillion'
 'after' 'a' '0.9' 'percent' 'jump' 'in' 'June' '.']","[24 15 24  6 24 10 12 16 24 38 11 21 35 12 21 15  3 11 11 15 12 11 21 21
 15 22  7]","[11 13 11  0 11  0 11 12 12 21 11 12 13 11 12 13 11 12 12 13 11 12 12 12
 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1079,"['July' ""'s"" 'slight' 'gain' 'in' 'incomes' 'was' 'the' 'weakest' 'in'
 'six' 'months' ',' 'since' 'January' 'when' 'they' 'were' 'flat' '.']",[22 27 16 21 15 24 38 12 18 15 11 24  6 15 22 46 28 38 16  7],[11 11 12 12 13 11 21 11 12 13 11 12  0 17 11  3 11 21  1  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1080,"['Economist' 'Joel' 'Naroff' 'of' 'First' 'Union' 'bank' 'in'
 'Philadelphia' 'said' 'consumer' 'spending' ',' 'which' 'fuels'
 'two-thirds' 'of' 'the' 'nation' ""'s"" 'economy' ',' 'may' 'be' 'much'
 'slower' 'in' 'the' 'third' 'quarter' 'than' 'in' 'the' 'first' 'half'
 ',' 'which' 'should' 'slow' 'economic' 'growth' '.']","[22 22 22 15 22 22 21 15 22 38 21 21  6 43 24 24 15 12 21 27 21  6 20 37
 16 17 15 12 16 21 15 15 12 16 21  6 43 20 37 16 21  7]","[11 12 12 13 11 12 12 13 11 21 11 12  0 11 11 12 13 11 12 11 12  0 21 22
 11 11 13 11 12 12 13 13 11 12 12  0 11 21 22 11 12  0]","[0 1 2 0 3 4 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
1081,"['""' 'The' 'FOMC' '(' 'Federal' 'Open' 'Market' 'Committee' ')' 'has'
 'been' 'forecasting' 'a' 'slowing' 'in' 'economic' 'activity' 'and'
 'moderating' 'household' 'demand' 'will' 'have' 'a' 'large' 'impact' 'on'
 'overall' 'economic' 'growth' ',' '""' 'Naroff' 'said' 'in' 'a' 'written'
 'comment' '.']","[ 0 12 22  4 22 22 22 22  5 42 40 39 12 21 15 16 21 10 39 21 21 20 37 12
 16 21 15 16 16 21  6  0 22 38 15 12 40 21  7]","[ 0 11 12  0 11 12 12 12  0 21 22 22 11 12 13 11 12  0 21 11 12 21 22 11
 12 12 13 11 12 12  0  0 11 21 13 11 12 12  0]","[0 0 3 0 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0]"
1082,['The' 'policy-making' 'FOMC' 'is' 'to' 'meet' 'on' 'Sept' '.'],[12 16 22 42 35 37 15 22  7],[11 12 12 21 21 22 13 11  0],[0 0 3 0 0 0 0 0 0]
1083,['24' 'to' 'plot' 'interest-rate' 'strategy' '.'],[11 35 37 16 21  7],[11 21 22 11 12  0],[0 0 0 0 0 0]
1084,"['It' 'already' 'has' 'adopted' 'a' 'bias' 'toward' 'raising' 'rates' 'to'
 'keep' 'a' 'lid' 'on' 'wage' 'and' 'price' 'rises' 'and' 'help' 'sustain'
 'the' '5-1' '/' '2-year-old' 'economic' 'expansion' '.']","[28 30 42 40 12 21 15 39 24 35 37 12 21 15 21 10 21 24 10 37 37 12 11 34
 16 16 21  7]","[11  3 21 22 11 12 13 21 11 21 22 11 12 13 11 12 12 12  0 21 22 11 12  0
 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1085,"['In' 'an' 'interview' 'on' 'the' 'cable' 'television' 'network' 'CNBC'
 'Friday' ',' 'Federal' 'Reserve' 'Governor' 'Lawrence' 'Lindsey' 'said'
 'there' 'still' 'were' '""' 'mixed' 'signals' '""' 'about' 'the' 'economy'
 ""'s"" 'direction' '.']","[15 12 21 15 12 21 21 21 22 22  6 22 22 22 22 22 38 30 30 38  0 16 24  0
 15 12 21 27 21  7]","[13 11 12 13 11 12 11 12 12 11  0 11 12 12 12 12 21  3  4 21  0  1 11  0
 13 11 12 11 12  0]",[0 0 0 0 0 0 0 0 3 0 0 3 4 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1086,"['""' 'I' 'think' 'that' ',' 'on' 'balance' ',' 'it' 'is' 'looking' 'a'
 'little' 'bit' 'on' 'the' 'strong' 'side' ',' '""' 'Lindsey' 'said' '.']",[ 0 28 41 15  6 15 21  6 28 42 39 12 16 21 15 12 16 21  6  0 22 38  7],[ 0 11 21 17  0 13 11  0 11 21 22 11 12 12 13 11 12 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
1087,"['He' 'added' 'that' 'with' 'expansion' 'as' 'solid' 'as' 'it' 'is' 'and'
 'with' 'unemployment' 'so' 'low' '""' 'the' 'greater' 'risks' 'are'
 'clearly' 'that' 'we' 'might' 'see' 'some' 'overheating' '.' '""']","[28 38 15 15 21 30 16 15 28 42 10 15 21 30 16  0 12 17 24 41 30 15 28 20
 37 12 39  7  0]","[11 21 17 13 11  1  2 17 11 21 22 13 11  1  2  0 11 12 12 21 22 22 11 21
 22 11 12  0  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1088,"['While' 'July' 'consumer' 'spending' 'rose' 'only' 'slightly' ',' 'there'
 'were' 'ample' 'indications' 'that' 'consumers' 'remained' 'confident'
 '.']",[15 22 21 21 38 30 30  6 13 38 16 24 15 24 38 16  7],[17 11 12 12 21  3  4  0 11 21 11 12 11 11 21  1  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1089,"['The' 'University' 'of' 'Michigan' ""'s"" 'August' 'index' 'of' 'consumer'
 'sentiment' ',' 'made' 'available' 'on' 'Friday' 'to' 'paying'
 'subscribers' ',' 'rose' 'to' '95.3' 'from' '94.7' 'in' 'July' '.']","[12 22 15 22 27 22 21 15 21 21  6 40 16 15 22 35 39 24  6 38 35 11 15 11
 15 22  7]","[11 12 13 11 11 12 12 13 11 12  0 21  1 13 11 13 21 11  0 21 13 11 13 11
 13 11  0]",[0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1090,"['Reaser' 'said' 'strong' 'consumer' 'confidence' 'coupled' 'with'
 'relatively' 'lean' 'inventories' 'were' 'providing' 'manufacturers'
 'with' 'a' 'reason' 'to' 'gear' 'up' 'production' '.']",[22 38 16 21 21 40 15 30 16 24 38 39 24 15 12 21 35 37 33 21  7],[11 21 11 12 12 21 13 11 12 12 21 22 11 13 11 12 21 22 15 11  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
